iShares MSCI ACWI ETF
Fund Holdings as of,"Dec 24, 2024"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"163,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ZURN","ZURICH INSURANCE GROUP AG","Financials","Equity","21,439,138.59","0.11","21,439,138.59","35,832.00","598.32","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","21,436,030.53","0.11","21,436,030.53","56,421.00","379.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","21,406,780.74","0.11","21,406,780.74","115,894.00","184.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","21,376,792.80","0.11","21,376,792.80","1,047,882.00","20.40","United States","NASDAQ","USD","1.00","USD","-"
"RELIANCE","RELIANCE INDUSTRIES LTD","Energy","Equity","21,324,447.14","0.11","21,324,447.14","1,485,888.00","14.35","India","National Stock Exchange Of India","USD","85.20","INR","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","21,251,129.50","0.11","21,251,129.50","240,806.00","88.25","United States","NASDAQ","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","21,252,358.84","0.11","21,252,358.84","56,986.00","372.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CSL LTD","Health Care","Equity","21,233,218.18","0.11","21,233,218.18","121,436.00","174.85","Australia","Asx - All Markets","USD","1.61","AUD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","21,185,068.92","0.11","21,185,068.92","140,802.00","150.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","21,159,048.16","0.11","21,159,048.16","339,959.00","62.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","20,992,080.24","0.11","20,992,080.24","68,028.00","308.58","United States","NASDAQ","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","20,990,859.15","0.11","20,990,859.15","57,385.00","365.79","United States","NASDAQ","USD","1.00","USD","-"
"IBE","IBERDROLA SA","Utilities","Equity","20,952,091.49","0.11","20,952,091.49","1,534,306.00","13.66","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","20,945,483.02","0.11","20,945,483.02","87,466.00","239.47","United States","NASDAQ","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","20,915,521.07","0.11","20,915,521.07","32,051.00","652.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","20,646,701.16","0.11","20,646,701.16","59,583.00","346.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","20,537,902.81","0.11","20,537,902.81","188,473.00","108.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICICIBANK","ICICI BANK LTD","Financials","Equity","20,530,050.38","0.11","20,530,050.38","1,348,380.00","15.23","India","National Stock Exchange Of India","USD","85.20","INR","-"
"OR","LOREAL SA","Consumer Staples","Equity","20,406,207.35","0.10","20,406,207.35","57,777.00","353.19","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","20,308,179.78","0.10","20,308,179.78","98,881.00","205.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1299","AIA GROUP LTD","Financials","Equity","20,253,050.35","0.10","20,253,050.35","2,774,400.00","7.30","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BP.","BP PLC","Energy","Equity","20,196,251.86","0.10","20,196,251.86","4,224,384.00","4.78","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumer Discretionary","Equity","20,040,096.13","0.10","20,040,096.13","132,646.00","151.08","Switzerland","SIX Swiss Exchange","USD","0.90","CHF","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","19,625,760.00","0.10","19,625,760.00","327,096.00","60.00","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","19,583,997.40","0.10","19,583,997.40","41,452.00","472.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","19,584,119.86","0.10","19,584,119.86","11,234.00","1,743.29","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","19,574,524.24","0.10","19,574,524.24","40,748.00","480.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BN","BROOKFIELD CORP CLASS A","Financials","Equity","19,399,853.17","0.10","19,399,853.17","336,996.00","57.57","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"6861","KEYENCE CORP","Information Technology","Equity","19,336,913.69","0.10","19,336,913.69","47,800.00","404.54","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"CI","CIGNA","Health Care","Equity","19,333,101.92","0.10","19,333,101.92","69,032.00","280.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","19,019,451.84","0.10","19,019,451.84","97,998.00","194.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","19,005,616.47","0.10","19,005,616.47","26,601.00","714.47","United States","NASDAQ","USD","1.00","USD","-"
"939","CHINA CONSTRUCTION BANK CORP H","Financials","Equity","18,976,854.75","0.10","18,976,854.75","22,711,260.00","0.84","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","18,939,058.56","0.10","18,939,058.56","37,866.00","500.16","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","18,819,863.28","0.10","18,819,863.28","385,416.00","48.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","18,746,284.44","0.10","18,746,284.44","72,332.00","259.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","18,669,999.56","0.10","18,669,999.56","147,484.00","126.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","18,657,252.08","0.10","18,657,252.08","32,216.00","579.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","18,499,268.70","0.09","18,499,268.70","112,321.00","164.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BATS","BRITISH AMERICAN TOBACCO","Consumer Staples","Equity","18,422,002.37","0.09","18,422,002.37","510,090.00","36.12","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"INFY","INFOSYS LTD","Information Technology","Equity","18,416,863.95","0.09","18,416,863.95","821,948.00","22.41","India","National Stock Exchange Of India","USD","85.20","INR","-"
"RMS","HERMES INTERNATIONAL","Consumer Discretionary","Equity","18,374,783.87","0.09","18,374,783.87","7,694.00","2,388.20","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","18,168,570.28","0.09","18,168,570.28","13,958.00","1,301.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAF","SAFRAN SA","Industrials","Equity","18,073,430.89","0.09","18,073,430.89","82,932.00","217.93","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","18,019,337.50","0.09","18,019,337.50","14,750.00","1,221.65","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","17,843,193.50","0.09","17,843,193.50","77,650.00","229.79","United States","NASDAQ","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","17,800,006.20","0.09","17,800,006.20","136,545.00","130.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","17,768,703.70","0.09","17,768,703.70","61,622.00","288.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","17,720,586.78","0.09","17,720,586.78","191,802.00","92.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","17,698,944.82","0.09","17,698,944.82","760,052.00","23.29","Australia","Asx - All Markets","USD","1.61","AUD","-"
"2317","HON HAI PRECISION INDUSTRY LTD","Information Technology","Equity","17,668,828.88","0.09","17,668,828.88","3,113,000.00","5.68","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","Sep 26, 1991"
"EMR","EMERSON ELECTRIC","Industrials","Equity","17,642,409.72","0.09","17,642,409.72","139,764.00","126.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAN","BANCO SANTANDER SA","Financials","Equity","17,604,208.84","0.09","17,604,208.84","3,920,236.00","4.49","Spain","Bolsa De Madrid","USD","0.96","EUR","-"
"BMO","BANK OF MONTREAL","Financials","Equity","17,472,250.82","0.09","17,472,250.82","180,632.00","96.73","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","17,451,376.92","0.09","17,451,376.92","37,803.00","461.64","Sweden","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","17,448,044.11","0.09","17,448,044.11","48,251.00","361.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","17,387,182.95","0.09","17,387,182.95","50,865.00","341.83","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","17,382,068.10","0.09","17,382,068.10","92,286.00","188.35","United States","NASDAQ","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","17,291,082.64","0.09","17,291,082.64","60,376.00","286.39","United States","NASDAQ","USD","1.00","USD","-"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","17,201,381.68","0.09","17,201,381.68","851,663.00","20.20","Australia","Asx - All Markets","USD","1.61","AUD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","17,179,537.05","0.09","17,179,537.05","98,253.00","174.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PDD","PDD HOLDINGS ADS INC","Consumer Discretionary","Equity","17,164,105.56","0.09","17,164,105.56","172,123.00","99.72","China","NASDAQ","USD","1.00","USD","-"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","17,156,467.67","0.09","17,156,467.67","33,223.00","516.40","Germany","Xetra","USD","0.96","EUR","-"
"RIO","RIO TINTO PLC","Materials","Equity","17,132,333.59","0.09","17,132,333.59","290,684.00","58.94","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","17,069,197.00","0.09","17,069,197.00","93,725.00","182.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","16,857,959.94","0.09","16,857,959.94","139,518.00","120.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGE","DIAGEO PLC","Consumer Staples","Equity","16,810,473.30","0.09","16,810,473.30","536,756.00","31.32","United Kingdom","London Stock Exchange","USD","0.80","GBP","Jan 01, 1998"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Equity","16,797,167.29","0.09","16,797,167.29","118,277.00","142.02","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"EL","ESSILORLUXOTTICA SA","Health Care","Equity","16,778,564.46","0.09","16,778,564.46","69,620.00","241.00","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"8035","TOKYO ELECTRON LTD","Information Technology","Equity","16,737,612.81","0.09","16,737,612.81","111,400.00","150.25","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","16,714,167.29","0.09","16,714,167.29","227,563.00","73.45","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"GSK","GLAXOSMITHKLINE","Health Care","Equity","16,624,317.50","0.09","16,624,317.50","989,700.00","16.80","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"WMB","WILLIAMS INC","Energy","Equity","16,607,081.40","0.09","16,607,081.40","304,159.00","54.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","16,476,852.68","0.08","16,476,852.68","464,600.00","35.46","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","16,466,697.25","0.08","16,466,697.25","173,791.00","94.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSU","CONSTELLATION SOFTWARE INC","Information Technology","Equity","16,363,420.89","0.08","16,363,420.89","5,175.00","3,162.01","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","16,348,116.30","0.08","16,348,116.30","72,034.00","226.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","16,312,729.86","0.08","16,312,729.86","64,411.00","253.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","16,248,165.00","0.08","16,248,165.00","537,550.00","30.23","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"BNS","BANK OF NOVA SCOTIA","Financials","Equity","16,196,948.10","0.08","16,196,948.10","302,397.00","53.56","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","16,192,590.02","0.08","16,192,590.02","54,701.00","296.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","16,180,999.32","0.08","16,180,999.32","34,348.00","471.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSTR","MICROSTRATEGY INC CLASS A","Information Technology","Equity","16,174,334.26","0.08","16,174,334.26","45,157.00","358.18","United States","NASDAQ","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","16,003,446.21","0.08","16,003,446.21","53,127.00","301.23","United States","NASDAQ","USD","1.00","USD","-"
"2454","MEDIATEK INC","Information Technology","Equity","15,734,108.47","0.08","15,734,108.47","366,000.00","42.99","Taiwan","Taiwan Stock Exchange","USD","32.68","TWD","Jul 23, 2001"
"1810","XIAOMI CORP","Information Technology","Equity","15,642,281.92","0.08","15,642,281.92","3,709,800.00","4.22","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"000660","SK HYNIX INC","Information Technology","Equity","15,637,470.99","0.08","15,637,470.99","135,169.00","115.69","Korea (South)","Korea Exchange (Stock Market)","USD","1,456.50","KRW","-"
"9983","FAST RETAILING LTD","Consumer Discretionary","Equity","15,625,111.22","0.08","15,625,111.22","46,500.00","336.02","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"CS","AXA SA","Financials","Equity","15,599,651.52","0.08","15,599,651.52","447,140.00","34.89","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"FTNT","FORTINET INC","Information Technology","Equity","15,578,981.18","0.08","15,578,981.18","159,278.00","97.81","United States","NASDAQ","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","15,553,325.60","0.08","15,553,325.60","57,215.00","271.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","15,357,767.56","0.08","15,357,767.56","63,794.00","240.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","15,318,159.55","0.08","15,318,159.55","470,315.00","32.57","United States","NASDAQ","USD","1.00","USD","-"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","15,245,019.66","0.08","15,245,019.66","475,760.00","32.04","Singapore","Singapore Exchange","USD","1.36","SGD","Jan 01, 1998"
"BNP","BNP PARIBAS SA","Financials","Equity","15,230,723.74","0.08","15,230,723.74","254,701.00","59.80","France","Nyse Euronext - Euronext Paris","USD","0.96","EUR","-"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrials","Equity","15,104,501.98","0.08","15,104,501.98","2,092,609.00","7.22","United Kingdom","London Stock Exchange","USD","0.80","GBP","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","15,045,685.60","0.08","15,045,685.60","56,584.00","265.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","14,995,094.40","0.08","14,995,094.40","113,256.00","132.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","14,987,722.92","0.08","14,987,722.92","280,092.00","53.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISP","INTESA SANPAOLO","Financials","Equity","14,970,521.67","0.08","14,970,521.67","3,770,974.00","3.97","Italy","Borsa Italiana","USD","0.96","EUR","-"
"7974","NINTENDO LTD","Communication","Equity","14,879,519.51","0.08","14,879,519.51","253,700.00","58.65","Japan","Tokyo Stock Exchange","USD","157.34","JPY","-"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financials","Equity","14,880,141.68","0.08","14,880,141.68","231,275.00","64.34","Canada","Toronto Stock Exchange","USD","1.44","CAD","-"
"UCG","UNICREDIT","Financials","Equity","14,847,920.63","0.08","14,847,920.63","378,869.00","39.19","Italy","Borsa Italiana","USD","0.96","EUR","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","14,766,675.30","0.08","14,766,675.30","61,451.00","240.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","14,700,351.96","0.08","14,700,351.96","48,258.00","304.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","14,651,409.63","0.08","14,651,409.63","108,537.00","134.99","United States","NASDAQ","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","14,643,699.13","0.07","14,643,699.13","332,887.00","43.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","14,612,400.00","0.07","14,612,400.00","81,000.00","180.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","14,607,856.12","0.07","14,607,856.12","142,948.00","102.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
